System,DF Activated,FountainType,FountainCount,Painted,Filter Installed,Position,Outdoor,GISPropNum,PropertyName,OMPPropID,SubPropertyName,ParkDistrict,Borough,AMPSID,AMPSClass,AMPSStatus,AMPSParentID,AMPSName,CommunityBoard,CouncilDistrict,Precinct,ZIPCode
B250-DF0632,Activated,E,1,FALSE,TRUE,"Out in Open, Near Ballfield",TRUE,B250,Nostrand Playground,B250,,B-17,B,"100,038,750",DRINKFTN,I,B250,E-Nostrand Playground,317,45,67,11210
B251-DF0608,Activated,C,1,FALSE,TRUE,In Playground,TRUE,B251,Manhattan Beach Park,B251-04,Pat Parlato Plgd,B-15,B,"100,038,520",DRINKFTN,I,B251-04,C-Manhattan Beach Park-Pat Parlato Plgd,315,48,61,11235
B251-DF0609,Activated,Bottle Filler High Low,3,TRUE,FALSE,In Playground,TRUE,B251,Manhattan Beach Park,B251-04,Pat Parlato Plgd,B-15,B,"100,038,590",DRINKFTN,I,B251-04,Bottle Filler High Low-Manhattan Beach Park-Pat Parlato Plgd,315,48,61,11235
B251-DF0610,Activated,Bottle Filler High Low,3,TRUE,FALSE,In Playground,TRUE,B251,Manhattan Beach Park,B251-04,Pat Parlato Plgd,B-15,B,"100,038,567",DRINKFTN,I,B251-04,Bottle Filler High Low-Manhattan Beach Park-Pat Parlato Plgd,315,48,61,11235
B251-DF0611,UnderConstruction,E,1,TRUE,FALSE,Out in Open,TRUE,B251,Manhattan Beach Park,B251-ZN01,Manhattan Beach Zone 1,B-15,B,"100,038,591",DRINKFTN,I,B251-ZN01,E-Manhattan Beach Park-Manhattan Beach Zone 1,315,48,61,11235
B251-DF0612,UnderConstruction,E,1,TRUE,FALSE,Out in Open,TRUE,B251,Manhattan Beach Park,B251-ZN01,Manhattan Beach Zone 1,B-15,B,"100,038,495",DRINKFTN,I,B251-ZN01,E-Manhattan Beach Park-Manhattan Beach Zone 1,315,48,61,11235
B251-DF0613,Activated,E,1,TRUE,FALSE,Out in Open,TRUE,B251,Manhattan Beach Park,B251-ZN01,Manhattan Beach Zone 1,B-15,B,"100,038,514",DRINKFTN,I,B251-ZN01,E-Manhattan Beach Park-Manhattan Beach Zone 1,315,48,61,11235
B251-DF0614,Activated,E,1,TRUE,FALSE,Out in Open,TRUE,B251,Manhattan Beach Park,B251-ZN01,Manhattan Beach Zone 1,B-15,B,"100,038,537",DRINKFTN,I,B251-ZN01,E-Manhattan Beach Park-Manhattan Beach Zone 1,315,48,61,11235
B251-DF0615,Activated,C,1,FALSE,FALSE,Out in Open,TRUE,B251,Manhattan Beach Park,B251-ZN03,Manhattan Beach Zone 3,B-15,B,"100,038,540",DRINKFTN,I,B251-ZN03,C-Manhattan Beach Park-Manhattan Beach Zone 3,315,48,61,11235
B251-DF0616,Activated,C,1,FALSE,FALSE,In Playground,TRUE,B251,Manhattan Beach Park,B251-08,Manhattan Beach Park Playground,B-15,B,"100,038,566",DRINKFTN,I,B251-08,C-Manhattan Beach Park-Manhattan Beach Park Playground,315,48,61,11235
B251-DF0917,Activated,E,1,TRUE,FALSE,Out in Open,TRUE,B251,Manhattan Beach Park,B251-ZN01,Manhattan Beach Zone 1,B-15,B,"100,040,352",DRINKFTN,I,B251-ZN01,E-Manhattan Beach Park-Manhattan Beach Zone 1,315,48,61,11235
B251-DF0918,Activated,E,1,TRUE,FALSE,Out in Open,TRUE,B251,Manhattan Beach Park,B251-ZN01,Manhattan Beach Zone 1,B-15,B,"100,040,334",DRINKFTN,I,B251-ZN01,E-Manhattan Beach Park-Manhattan Beach Zone 1,315,48,61,11235
B251-DF0919,Activated,E,1,TRUE,FALSE,Out in Open,TRUE,B251,Manhattan Beach Park,B251-ZN01,Manhattan Beach Zone 1,B-15,B,"100,040,372",DRINKFTN,I,B251-ZN01,E-Manhattan Beach Park-Manhattan Beach Zone 1,315,48,61,11235
B251-DF0920,UnderConstruction,E,1,TRUE,FALSE,Out in Open,TRUE,B251,Manhattan Beach Park,B251-ZN01,Manhattan Beach Zone 1,B-15,B,"100,040,374",DRINKFTN,I,B251-ZN01,E-Manhattan Beach Park-Manhattan Beach Zone 1,315,48,61,11235
B251-DF0921,UnderConstruction,E,1,TRUE,FALSE,Out in Open,TRUE,B251,Manhattan Beach Park,B251-ZN01,Manhattan Beach Zone 1,B-15,B,"100,040,296",DRINKFTN,I,B251-ZN01,E-Manhattan Beach Park-Manhattan Beach Zone 1,315,48,61,11235
B251-DF0922,UnderConstruction,E,1,TRUE,FALSE,Out in Open,TRUE,B251,Manhattan Beach Park,B251-ZN01,Manhattan Beach Zone 1,B-15,B,"100,040,323",DRINKFTN,I,B251-ZN01,E-Manhattan Beach Park-Manhattan Beach Zone 1,315,48,61,11235
B251-DF0923,UnderConstruction,E,1,TRUE,FALSE,Out in Open,TRUE,B251,Manhattan Beach Park,B251-ZN01,Manhattan Beach Zone 1,B-15,B,"100,040,354",DRINKFTN,I,B251-ZN01,E-Manhattan Beach Park-Manhattan Beach Zone 1,315,48,61,11235
B251-DF0924,UnderConstruction,E,1,TRUE,FALSE,Out in Open,TRUE,B251,Manhattan Beach Park,B251-ZN01,Manhattan Beach Zone 1,B-15,B,"100,040,375",DRINKFTN,I,B251-ZN01,E-Manhattan Beach Park-Manhattan Beach Zone 1,315,48,61,11235
B251-DF0925,UnderConstruction,E,1,TRUE,FALSE,Out in Open,TRUE,B251,Manhattan Beach Park,B251-ZN01,Manhattan Beach Zone 1,B-15,B,"100,040,297",DRINKFTN,I,B251-ZN01,E-Manhattan Beach Park-Manhattan Beach Zone 1,315,48,61,11235
B251-DF0926,Activated,E,1,TRUE,FALSE,Out in Open,TRUE,B251,Manhattan Beach Park,B251-ZN01,Manhattan Beach Zone 1,B-15,B,"100,040,303",DRINKFTN,I,B251-ZN01,E-Manhattan Beach Park-Manhattan Beach Zone 1,315,48,61,11235
B251-DF0928,Activated,E,1,TRUE,FALSE,Out in Open,TRUE,B251,Manhattan Beach Park,B251-ZN01,Manhattan Beach Zone 1,B-15,B,"100,040,333",DRINKFTN,I,B251-ZN01,E-Manhattan Beach Park-Manhattan Beach Zone 1,315,48,61,11235
B251-DF0929,Activated,E,1,TRUE,FALSE,Out in Open,TRUE,B251,Manhattan Beach Park,B251-ZN01,Manhattan Beach Zone 1,B-15,B,"100,040,293",DRINKFTN,I,B251-ZN01,E-Manhattan Beach Park-Manhattan Beach Zone 1,315,48,61,11235
B251-DF0930,Broken,A,1,,FALSE,Near Ballfield,TRUE,B251,Manhattan Beach Park,B251-ZN02,Manhattan Beach Zone 2,B-15,B,"100,040,319",DRINKFTN,I,B251-ZN02,A-Manhattan Beach Park-Manhattan Beach Zone 2,315,48,61,11235
B251-DF0931,Activated,C,1,FALSE,FALSE,In Playground,TRUE,B251,Manhattan Beach Park,B251-08,Manhattan Beach Park Playground,B-15,B,"100,040,351",DRINKFTN,I,B251-08,C-Manhattan Beach Park-Manhattan Beach Park Playground,315,48,61,11235
B252-DF0367,Activated,A,1,FALSE,TRUE,"Under Tree, In Shade, In Playground",TRUE,B252,West Playground,B252,,B-13,B,"100,037,850",DRINKFTN,I,B252,A-West Playground,313,47,60,11223
B252-DF0368,Activated,C,1,FALSE,FALSE,"Under Tree, In Shade, In Playground",TRUE,B252,West Playground,B252,,B-13,B,"100,037,795",DRINKFTN,I,B252,C-West Playground,313,47,60,11223
B252-DF0369,Activated,E,1,FALSE,FALSE,"Out in Open, Near Ballfield",TRUE,B252,West Playground,B252,,B-13,B,"100,037,818",DRINKFTN,I,B252,E-West Playground,313,47,60,11223
B252-DF0370,Activated,E,1,FALSE,FALSE,"Out in Open, Near Ballfield",TRUE,B252,West Playground,B252,,B-13,B,"100,037,846",DRINKFTN,I,B252,E-West Playground,313,47,60,11223
B253-DF0736,Activated,A,1,TRUE,FALSE,Just Outside Playground,TRUE,B253,Albert J. Parham Playground,B253,,B-02,B,"100,039,130",DRINKFTN,I,B253,A-Albert J. Parham Playground,302,35,88,11205
B253-DF0737,Activated,C,1,FALSE,FALSE,In Playground,TRUE,B253,Albert J. Parham Playground,B253,,B-02,B,"100,039,176",DRINKFTN,I,B253,C-Albert J. Parham Playground,302,35,88,11205
B254-DF0295,Broken,C,1,FALSE,FALSE,"Under Tree, In Shade, In Playground",TRUE,B254,Wingate Park,B254,,B-09,B,"100,037,705",DRINKFTN,I,B254,C-Wingate Park,309,40,71,11203
B254-DF0298,Broken,D,1,TRUE,FALSE,"Under Tree, In Shade",TRUE,B254,Wingate Park,B254,,B-09,B,"100,037,789",DRINKFTN,I,B254,D-Wingate Park,309,40,71,11203
B254-DF0299,Broken,A,1,TRUE,FALSE,Out in Open,TRUE,B254,Wingate Park,B254,,B-09,B,"100,037,737",DRINKFTN,I,B254,A-Wingate Park,309,40,71,11203
B254-DF0301,Activated,A,1,TRUE,FALSE,Out in Open,TRUE,B254,Wingate Park,B254,,B-09,B,"100,037,786",DRINKFTN,I,B254,A-Wingate Park,309,40,71,11203
B254-DF0303,Broken,A,1,TRUE,FALSE,Out in Open,TRUE,B254,Wingate Park,B254,,B-09,B,"100,037,759",DRINKFTN,I,B254,A-Wingate Park,309,40,71,11203
B254-DF0954,Broken,A,1,,FALSE,,TRUE,B254,Wingate Park,B254,,B-09,B,"100,040,478",DRINKFTN,I,B254,A-Wingate Park,309,40,71,11203
B254-DF1089,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,B254,Wingate Park,B254,,B-09,B,"100,043,037",DRINKFTN,I,B254-BLG1097,Indoor Drinking Fountain-Wingate Park-Comfort Station,309,40,71,11203
B255F-DF0535,Activated,D,1,FALSE,FALSE,Out in Open,TRUE,B255F,Detective Joseph Mayrose Park,B255F,,B-07,B,"100,038,269",DRINKFTN,I,B255F,D-Detective Joseph Mayrose Park,307,38,72,11215
B255G-DF0895,Activated,E High Low,2,,FALSE,In Shade,TRUE,B255G,Butterfly Gardens,B255G,,B-07,B,"100,040,265",DRINKFTN,I,B255G,E High Low-Butterfly Gardens,307,38,72,11215
B255H-DF0536,Activated,D,1,TRUE,TRUE,In Playground,TRUE,B255H,Thomas J. Cuite Park,B255H,,B-07,B,"100,038,263",DRINKFTN,I,B255H,D-Thomas J. Cuite Park,307,39,72,11218
B255J-DF0538,Activated,C,1,FALSE,FALSE,In Playground,TRUE,B255J,Seeley Park,B255J,,B-07,B,"100,038,280",DRINKFTN,I,B255J,C-Seeley Park,307,39,72,11218
B255M-DF0553,Activated,A,1,TRUE,FALSE,In Playground,TRUE,B255M,Park,B255M,,B-07,B,"100,038,275",DRINKFTN,I,B255M,A-Park,307,39,72,11218
B257-DF0521,Activated,C,1,FALSE,FALSE,"Under Tree, In Shade, In Playground",TRUE,B257,Frost Playground,B257,,B-01,B,"100,038,208",DRINKFTN,I,B257,C-Frost Playground,301,34,94,11211
B258-DF0123,Activated,E,1,FALSE,FALSE,In Playground,TRUE,B258,Brevoort Playground,B258,,B-03,B,"100,037,556",DRINKFTN,I,B258,E-Brevoort Playground,303,41,81,11233
B258-DF0126,Activated,E,1,TRUE,FALSE,In Playground,TRUE,B258,Brevoort Playground,B258,,B-03,B,"100,037,552",DRINKFTN,I,B258,E-Brevoort Playground,303,41,81,11233
,UnderConstruction,Bottle Filler High Low,,,,,TRUE,,,,,Q-12,Q,,DRINKFTN,,,,,,,
B258-DF1005,Broken,CS Concrete,1,,FALSE,,TRUE,B258,Brevoort Playground,B258,,B-03,B,"100,043,051",DRINKFTN,I,B258,CS Concrete-Brevoort Playground,303,41,81,11233
B259-DF0709,Activated,E,1,TRUE,FALSE,"Just Outside Playground, Out in Open",TRUE,B259,Underwood Park,B259,,B-02,B,"100,039,145",DRINKFTN,I,B259,E-Underwood Park,302,35,88,11205
B259-DF0710,Activated,CS Concrete,1,TRUE,FALSE,Just Outside Playground,TRUE,B259,Underwood Park,B259,,B-02,B,"100,039,169",DRINKFTN,I,B259,CS Concrete-Underwood Park,302,35,88,11205
B260A-DF1090,NotYetActivated,Indoor Drinking Fountain,1,,TRUE,Indoor,FALSE,B260A,Howard Pool,B260A,,B-16,B,"100,043,067",DRINKFTN,I,B260-BLG1189,Indoor Drinking Fountain-Howard Pool-Comfort Station,316,41,73,11212
B260A-DF1091,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,B260A,Howard Pool,B260A,,B-16,B,"100,043,064",DRINKFTN,I,B260-BLG1189,Indoor Drinking Fountain-Howard Pool-Comfort Station,316,41,73,11212
B260A-DF1132,UnderConstruction,Indoor Drinking Fountain,1,,TRUE,"Attached to Building, On Pool Deck",TRUE,B260A,Howard Pool,B260A,,B-16,B,"100,043,049",DRINKFTN,I,B260A,Indoor Drinking Fountain-Howard Pool,316,41,73,11212
B260A-DF1133,UnderConstruction,Indoor Drinking Fountain,1,,FALSE,"Attached to Building, On Pool Deck",TRUE,B260A,Howard Pool,B260A,,B-16,B,"100,043,077",DRINKFTN,I,B260A,Indoor Drinking Fountain-Howard Pool,316,41,73,11212
B260A-DF1134,Activated,Drinking Fountain Sink Combination,2,,FALSE,Indoor,FALSE,B260A,Howard Pool,B260A,,B-16,B,"100,043,056",DRINKFTN,I,B260-BLG1189,Drinking Fountain Sink Combination-Howard Pool-Comfort Station,316,41,73,11212
B260A-DF1135,Activated,Water Cooler,1,,FALSE,Indoor,FALSE,B260A,Howard Pool,B260A,,B-16,B,"100,043,038",DRINKFTN,I,B260-BLG1189,Water Cooler-Howard Pool-Comfort Station,316,41,73,11212
B260A-DF1136,Activated,Drinking Fountain Sink Combination,2,,FALSE,Indoor,FALSE,B260A,Howard Pool,B260A,,B-16,B,"100,043,068",DRINKFTN,I,B260-BLG1189,Drinking Fountain Sink Combination-Howard Pool-Comfort Station,316,41,73,11212
B260-DF0173,Activated,A,1,TRUE,FALSE,"Under Tree, In Playground",TRUE,B260,Howard Playground,B260,,B-16,B,"100,037,521",DRINKFTN,I,B260,A-Howard Playground,316,41,73,11212
B260-DF0174,Activated,A,1,TRUE,FALSE,"Under Tree, In Shade",TRUE,B260,Howard Playground,B260,,B-16,B,"100,037,548",DRINKFTN,I,B260,A-Howard Playground,316,41,73,11212
B261-DF0181,Activated,A,1,TRUE,FALSE,In Playground,TRUE,B261,Sankofa Park,B261,,B-05,B,"100,037,573",DRINKFTN,I,B261,A-Schenck Playground,305,42,75,11207
B262-DF0423,Activated,C,1,TRUE,FALSE,"In Playground, Under Tree",TRUE,B262,Potomac Playground,B262,,B-03,B,"100,037,951",DRINKFTN,I,B262,C-Potomac Playground,303,36,79,11216
B262-DF0425,Activated,CS Concrete,1,TRUE,FALSE,In Playground,TRUE,B262,Potomac Playground,B262,,B-03,B,"100,037,897",DRINKFTN,I,B262,CS Concrete-Potomac Playground,303,36,79,11216
B262-DF0427,Activated,A,1,TRUE,FALSE,"Under Tree, In Playground",TRUE,B262,Potomac Playground,B262,,B-03,B,"100,037,902",DRINKFTN,I,B262,A-Potomac Playground,303,36,79,11216
B263-DF1006,Activated,F High Low,2,,TRUE,,TRUE,B263,Sumner Playground,B263,,B-03,B,"100,042,339",DRINKFTN,I,B263,F High Low-Sumner Playground,303,36,79,11206
B263-DF981,Activated,F High Low,2,,FALSE,,TRUE,B263,Sumner Playground,B263,,B-03,B,"100,043,052",DRINKFTN,I,B263,F High Low-Sumner Playground,303,36,79,11206
B263-DF982,Activated,F High Low,2,,FALSE,,TRUE,B263,Sumner Playground,B263,,B-03,B,"100,043,081",DRINKFTN,I,B263,F High Low-Sumner Playground,303,36,79,11206
B263-DF983,Activated,F High Low,2,,FALSE,,TRUE,B263,Sumner Playground,B263,,B-03,B,"100,043,060",DRINKFTN,I,B263,F High Low-Sumner Playground,303,36,79,11206
B264-DF0328,Activated,CS Concrete,1,TRUE,FALSE,"Just Outside Playground, Out in Open",TRUE,B264,Roebling Playground,B264,,B-01,B,"100,037,858",DRINKFTN,I,B264,CS Concrete-Roebling Playground,301,33,90,11211
B264-DF0329,Activated,A,1,TRUE,FALSE,"Under Tree, In Shade",TRUE,B264,Roebling Playground,B264,,B-01,B,"100,037,881",DRINKFTN,I,B264,A-Roebling Playground,301,33,90,11211
B265-DF0522,Activated,D,1,,FALSE,In Playground,TRUE,B265,Rainbow Playground,B265,,B-07,B,"100,038,195",DRINKFTN,I,B265,D-Rainbow Playground,307,38,72,11220
B266-DF0079,Activated,C,1,,FALSE,Near Ballfield,TRUE,B266,Star Spangled Playground,B266,,B-03,B,"100,037,464",DRINKFTN,I,B266,C-Star Spangled Playground,303,33,79,11205
B266-DF0080,Activated,CS Concrete,1,,FALSE,In Playground,TRUE,B266,Star Spangled Playground,B266,,B-03,B,"100,037,475",DRINKFTN,I,B266,CS Concrete-Star Spangled Playground,303,33,79,11205
B266-DF0081,Activated,E,1,TRUE,FALSE,Under Tree,TRUE,B266,Star Spangled Playground,B266,,B-03,B,"100,037,451",DRINKFTN,I,B266,E-Star Spangled Playground,303,33,79,11205
B267-DF0310,Activated,D,1,FALSE,FALSE,In Playground,TRUE,B267,Winthrop Playground,B267,,B-09,B,"100,037,749",DRINKFTN,I,B267,D-Winthrop Playground,309,40,71,11225
B267-DF0311,Activated,CS Concrete,1,TRUE,FALSE,Just Outside Playground,TRUE,B267,Winthrop Playground,B267,,B-09,B,"100,037,772",DRINKFTN,I,B267,CS Concrete-Winthrop Playground,309,40,71,11225
B267-DF0896,Activated,D,1,,FALSE,"Out in Open, Just Outside Playground",TRUE,B267,Winthrop Playground,B267,,B-09,B,"100,040,288",DRINKFTN,I,B267,D-Winthrop Playground,309,40,71,11225
B268-DF0353,Activated,C,1,FALSE,FALSE,"Under Tree, In Shade, In Playground",TRUE,B268,Nautilus Playground,B268,,B-13,B,"100,037,816",DRINKFTN,I,B268,C-Nautilus Playground,313,47,60,11224
B268-DF0354,Activated,C,1,FALSE,FALSE,"Out in Open, Near Ballfield, In Playground",TRUE,B268,Nautilus Playground,B268,,B-13,B,"100,037,843",DRINKFTN,I,B268,C-Nautilus Playground,313,47,60,11224
B269-DF0995,Activated,CS Metal,1,,FALSE,,TRUE,B269,Jesse Owens Playground,B269,,B-03,B,"100,043,047",DRINKFTN,I,B269,CS Metal-Jesse Owens Playground,303,36,81,11221
B269-DF0996,Activated,F,1,,FALSE,,TRUE,B269,Jesse Owens Playground,B269,,B-03,B,"100,043,069",DRINKFTN,I,B269,F-Jesse Owens Playground,303,36,81,11221
B269-DF0997,Activated,Other,1,,FALSE,,TRUE,B269,Jesse Owens Playground,B269,,B-03,B,"100,043,050",DRINKFTN,I,B269,Other-Jesse Owens Playground,303,36,81,11221
B270-DF0124,Activated,C,1,FALSE,FALSE,"Under Tree, In Shade, Just Outside Playground",TRUE,B270,Brownsville Playground,B270,,B-16,B,"100,037,578",DRINKFTN,I,B270,C-Brownsville Playground,316,42,73,11212
B270-DF0125,Activated,D,1,FALSE,FALSE,Near Ballfield,TRUE,B270,Brownsville Playground,B270,,B-16,B,"100,037,502",DRINKFTN,I,B270,D-Brownsville Playground,316,42,73,11212
B270-DF0127,Activated,D,1,FALSE,FALSE,"Near Ballfield, Out in Open",TRUE,B270,Brownsville Playground,B270,,B-16,B,"100,037,574",DRINKFTN,I,B270,D-Brownsville Playground,316,42,73,11212
B270-DF1092,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,B270,Brownsville Playground,B270,,B-16,B,"100,043,071",DRINKFTN,I,B270-BLG1185,Indoor Drinking Fountain-Brownsville Playground-Recreation Center,316,42,73,11212
B270-DF1093,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,B270,Brownsville Playground,B270,,B-16,B,"100,043,082",DRINKFTN,I,B270-BLG1185,Indoor Drinking Fountain-Brownsville Playground-Recreation Center,316,42,73,11212
B270-DF1094,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,B270,Brownsville Playground,B270,,B-16,B,"100,043,048",DRINKFTN,I,B270-BLG1185,Indoor Drinking Fountain-Brownsville Playground-Recreation Center,316,42,73,11212
B270-DF1095,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,B270,Brownsville Playground,B270,,B-16,B,"100,043,057",DRINKFTN,I,B270-BLG1185,Indoor Fountain-Brownsville Playground-Recreation Center,316,42,73,11212
B270-DF1096,NotYetActivated,Indoor Drinking Fountain,1,,TRUE,Indoor,FALSE,B270,Brownsville Playground,B270,,B-16,B,"100,042,336",DRINKFTN,I,B270-BLG1185,Indoor Drinking Fountain-Brownsville Playground-Recreation Center,316,42,73,11212
B270-DF1097,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,B270,Brownsville Playground,B270,,B-16,B,"100,043,083",DRINKFTN,I,B270-BLG1185,Indoor Fountain-Brownsville Playground-Recreation Center,316,42,73,11212
B270-DF1098,Activated,Bathroom Sink,1,,FALSE,Indoor,FALSE,B270,Brownsville Playground,B270,,B-16,B,"100,043,061",DRINKFTN,I,B270-BLG1185,Bathroom Sink-Brownsville Playground-Recreation Center,316,42,73,11212
B270-DF1099,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,B270,Brownsville Playground,B270,,B-16,B,"100,043,046",DRINKFTN,I,B270-BLG1185,Indoor Drinking Fountain-Brownsville Playground-Recreation Center,316,42,73,11212
